"fch","pr01.0pri","se02.0mrn","se03.0mrn","se04.0mrn","se05.0mrn","se06.0mrn","se07.0mrn","se08.0pan","se09.0pan","se10.0pri","se11.0pes","se11.1pt","se12.0pt","se13.0mc","se14.0prd","in15.0mrn","in16.0mrn","in17.0mrn","in18.0mrn","in19.0mrn","in20.0mrn","in21.0mrn","in22.0mrn","in23.0mrn","in24.0mrn","se24.1mrn","in25.0mrn","in26.0mrn","in27.0pan","in28.0pan","in29.0pan","in30.0pri","in31.0pes","in32.0pt","in33.0mc","junta.mrn","junta.jhh"
2019-05-01,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-02,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-03,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-04,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-05,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-06,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-07,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-08,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-09,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-10,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-11,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-12,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-13,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-14,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-15,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-16,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-17,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-18,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-19,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","MUÑOZ.MAR","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-20,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-21,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-22,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-23,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","PEREZ.S","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-05-24,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","PEREZ.S","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-05-25,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","PEREZ.S","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-05-26,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","PEREZ.S","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-05-27,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-28,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-29,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-30,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-05-31,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-06-01,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-06-02,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-06-03,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-06-04,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-06-05,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","vac","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.27","0.45"
2019-06-06,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-07,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-08,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-09,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-10,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-11,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-12,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-13,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-14,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-15,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-16,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
2019-06-17,"GALINDO","vac","FARIAS","GUZMAN.FJ                    ","RMZ.NAVARRETE","AGUILAR.HM","vac","AYALA.DIA","GARZA.GAL","PEREZ.MUN","PEREZ.JA","vac","MARU","HERRERA.VEG","REYES.MON","AGUILERA.CHA","CAMPOS.EQU","ESPINOZA.LOP","GARCIA.RUB","GUERRERO","PEDRERO","REYES.COL","SANTIAGO.CHE","SANTOS","FDZ.CRUZ","vac","vac","vac","vac","SALINAS.WOL","ASCENCIO.BAR","NEMER","MORALES.FLO","ROBLES.MON","KU","0.33","0.5"
