"fch","pr01.0mrn","se02.0mrn","se03.0mrn","se04.0mrn","se05.0mrn","se06.0mrn","se07.0mrn","se08.0mrn","se09.0mrn","in10.0mrn","se11.0pes","se11.1mrn","se12.0pan","se13.0pan","se14.0pan","se15.0pri","se16.0pt","se17.0mc","se18.0pvem","se19.0pvem","in20.0mrn","in21.0mrn","in22.0mrn","in23.0mrn","in24.0mrn","in25.0mrn","in26.0mrn","in27.0mrn","in28.0mrn","in29.0mrn","in30.0mrn","in31.0mrn","in32.0mrn","in33.0mrn","in34.0mrn","in35.0mrn","in36.0mrn","in37.0mrn","in38.0mrn","in39.0pan","in40.0indep","in41.0pan","in42.0pan","in43.0pri","in44.0pri","in45.0pri","in46.0pes","in47.0pes","in48.0pt","in49.0pt","in50.0mc","in51.0mc","in52.0prd","in53.0pan","in54.0pvem","junta.mrn","junta.jhh"
2019-04-29,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-04-30,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-01,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-02,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-03,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-04,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-05,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-06,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-07,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-08,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-09,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-10,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-11,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-12,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-13,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-14,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-15,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-16,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-17,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-18,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-19,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","rp2-13p","rp5-20p",0.5,0.72
2019-05-20,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-21,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-22,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-23,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-24,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-25,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-26,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-27,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-28,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-29,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-30,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-05-31,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-06-01,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-06-02,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-06-03,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-06-04,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-06-05,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-06-06,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-06-07,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-06-08,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-06-09,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
2019-06-10,"df14p","mic09p","mex30p","gue09p","jal16p","nay02p","oax01p","rp4-25p","tam07p","rp1-37p","gue03p","vac","rp2-09p","mic04p","que01p","rp4-10p","rp5-18p","jal06p","san02p","rp4-19p","rp3-34p","pue09p","pue15p","vac","hgo06p","df23p","gue04p","nay01p","mor01p","cua01p","cps02p","mor05p","mex15p","sin05p","df11p","rp4-26p","qui04p","vac","mic10p","rp1-04p","rp3-04p","nl10p","tam01p","rp2-15p","rp1-11p","rp1-15p","tam04p","df17p","mex27p","oax08p","pue02p","rp1-20p","rp2-24p","vac","rp5-20p",0.5,0.72
