"fch","pr01.0mrn","se02.0mrn","se03.0mrn","se04.0mrn","se05.0pan","se06.0pri","in07.0mrn","in08.0mrn","in09.0mrn","in10.0mrn","in11.0mrn","se12.0mrn","in13.0mrn","in13.1pri","in14.0mrn","se14.1mrn","in15.0mrn","in16.0mrn","in17.0pan","in18.0pan","in19.0pri","in20.0pes","in20.1mrn","in21.0pes","in21.1pt","in22.0pt","in23.0mc","in24.0mc","in25.0prd","in26.0pt","in27.0pt","in28.0pan","junta.mrn","junta.jhh"
2019-03-30,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-03-31,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-01,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-02,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-03,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-04,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-05,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-06,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-07,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-08,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-09,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-10,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-11,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-12,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-13,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-14,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-15,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-16,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-17,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-18,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-19,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-20,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-21,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-22,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-23,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-24,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-25,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-26,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-27,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-28,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-29,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-04-30,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-01,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-02,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-03,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-04,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-05,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-06,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-07,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-08,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-09,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-10,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-11,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-12,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-13,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-14,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-15,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-16,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-17,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-18,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-19,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-20,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-21,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-22,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-23,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-24,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-25,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-26,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-27,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-28,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-29,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-30,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-05-31,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-06-01,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-06-02,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-06-03,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-06-04,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-06-05,"sin01p","son04p","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.71,0.71
2019-06-06,"sin01p","vac","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.67,0.67
2019-06-07,"sin01p","vac","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.67,0.67
2019-06-08,"sin01p","vac","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.67,0.67
2019-06-09,"sin01p","vac","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.67,0.67
2019-06-10,"sin01p","vac","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.67,0.67
2019-06-11,"sin01p","vac","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.67,0.67
2019-06-12,"sin01p","vac","rp3-23p","rp1-35p","rp1-02p","rp1-11p","sin06p","cps12p","mic01p","nay01p","rp1-40p","ver20p","vac","vac","col01p","vac","sin04p","son06p","rp3-06p","rp1-06p","yuc02p","gue03p","vac","tla01p","vac","bcs01p","rp1-24p","jal01p","mic11p","sin03p","mex05p","ver01p",0.67,0.67
