"fch","pr01.0mrn","se02.0mrn","se02.1pt","se03.0pan","se04.0pri","se05.0pt","se06.0ver","in07.0mrn","in08.0mrn","in09.0mrn","in10.0mrn","in11.0mrn","in12.0mrn","in13.0mrn","in14.0mrn","in15.0pan","in16.0pan","in17.0pri","in18.0pes","in19.0ver","in19.1pt","junta.mrn","junta.jhh"
2019-07-10,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-11,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-12,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-13,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-14,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-15,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-16,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-17,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-18,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-19,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-20,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-21,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-22,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-23,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-24,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-25,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-26,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-27,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-28,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-29,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-30,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-07-31,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-01,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-02,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-03,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-04,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-05,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-06,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-07,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-08,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-09,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-10,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-11,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-12,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-13,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-14,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-15,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-16,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-17,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-18,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-19,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-20,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-21,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-22,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-23,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-24,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-25,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-26,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-27,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-28,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-29,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-30,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","AGUILAR.MOL","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-08-31,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-01,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-02,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-03,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-04,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-05,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-06,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-07,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-08,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-09,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-10,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-11,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-12,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-13,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-14,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-15,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-16,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-17,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-18,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-19,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-20,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-21,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-22,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-23,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","VIDAL","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-24,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","ESPINOZA.MAT","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
2019-09-25,"BONIFAZ","ELORZA","vac","CARREON","ALONZO","ROBLERO","ESPINOZA.MAT","SIBAJA","ALEJANDRO","DLCRUZ","MANZANO","MARTINEZ.AKE","OBRADOR","VAZQUEZ.VAZ","VILLARAUZ","DIAZ.JIM","RIVERA.HER","MOREIRA","BUENFIL","TOLEDO","vac","0.33","0.5"
