"fch","pr01.0mrn","se02.0mrn","se02.1pt","se03.0pan","se04.0pri","se05.0pt","se06.0ver","in07.0mrn","in08.0mrn","in09.0mrn","in10.0mrn","in11.0mrn","in12.0mrn","in13.0mrn","in14.0mrn","in15.0pan","in16.0pan","in17.0pri","in18.0pes","in19.0ver","in19.1pt","junta.mrn","junta.jhh"
2019-05-21,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-05-22,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-05-23,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-05-24,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-05-25,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-05-26,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-05-27,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-05-28,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-05-29,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-05-30,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-05-31,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-01,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-02,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-03,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-04,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-05,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-06,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-07,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-08,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-09,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-10,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-11,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-12,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-13,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-14,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-15,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-16,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-17,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-18,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-19,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-20,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-21,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-22,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-23,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-24,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-25,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-26,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-27,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-28,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-29,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-06-30,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-01,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-02,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-03,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-04,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-05,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-06,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-07,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-08,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-09,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-10,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-11,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-12,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-13,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-14,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-15,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-16,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-17,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-18,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-19,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-20,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-21,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-22,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-23,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-24,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-25,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-26,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-27,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-28,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-29,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-30,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-07-31,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-01,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-02,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-03,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-04,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-05,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-06,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-07,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-08,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-09,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-10,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-11,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-12,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-13,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-14,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-15,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-16,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-17,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-18,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-19,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-20,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-21,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-22,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-23,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-24,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-25,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-26,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-27,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-28,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-29,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-30,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","cps09p","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-08-31,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","rp3-32s","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
2019-09-01,"cps06s","cps12p","vac","rp4-06p","yuc02p","cps13p","yuc01p","rp3-32s","rp4-36p","rp3-23p","gue05p","cam01p","cps01p","cps03p","rp4-40p","rp3-03p","san07p","rp2-17p","cam02p","rp4-17p","vac",0.33,0.5
