"fch","pr01.0pan","se02.0mrn","se03.0mrn","se04.0mrn","se05.0mrn","se06.0mrn","se07.0mrn","in08.0mrn","se08.1mrn","se09.0mrn","se10.0pan","se11.0pan","se12.0pri","se13.0pes","se14.0pt","se15.0mc","se16.0prd","in17.0mrn","in18.0mrn","in19.0mrn","in20.0mrn","in21.0mrn","in22.0mrn","in23.0mrn","in24.0mrn","in25.0mrn","in26.0mrn","in27.0mrn","in28.0mrn","in29.0mrn","in30.0mrn","in31.0pes","in31.1mrn","in32.0pan","in33.0pan","in34.0pan","in35.0pri","in36.0pri","in37.0pt","in38.0mc","in39.0pvem","in39.1pri","junta.mrn","junta.jhh"
2019-06-12,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-13,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-14,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-15,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-16,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-17,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-18,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-19,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-20,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-21,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-22,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-23,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-24,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-25,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-26,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-27,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-28,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","GARCIA.COR","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-29,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-06-30,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-01,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-02,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-03,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-04,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-05,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-06,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-07,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-08,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-09,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-10,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-11,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-12,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-13,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-14,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-15,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-16,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-17,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-18,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-19,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-20,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
2019-07-21,"PEREZ.DIA","BORREGO","BURELO","CARRILLO.LUN","POOL","BAYARDO","AGUILAR.VAZ","vac","vac","vac","MUÑOZ.MAR","vac","ANGULO","GARCIA.DUQ","MANZANILLA.TEL","DTORO","RODRIGUEZ.ZAM","ALEGRE","CRUZ.SAN","DOMINGUEZ.FLO","FLORES.OLI","GUERRERO","HDZ.TAP","MARTINEZ.FLO","MERLIN","YAÑEZ","SANCHEZ.C","GUERRA.MEN","0","vac","REYES.CAR","vac","CASTAÑEDA.POM","TREJO","DIAZ.JIM","vac","RANGEL","ACOSTA","GLZ.SOTO","LOYA","ALCANTARA","vac","0.46","0.62"
