"fch","pr01.0mrn","se02.0mrn","se03.0mrn","se04.0mrn","se05.0mrn","se06.0mrn","se07.0pan","se08.0pri","se09.0pes","se09.1mrn","se10.0mc","in11.0mrn","in12.0mrn","in13.0mrn","in14.0mrn","in15.0mrn","in16.0mrn","in17.0mrn","in18.0mrn","in19.0mrn","in20.0pan","in21.0pan","in22.0pan","in23.0pan","in23.1mrn","in24.0pt","in25.0pri","se25.1pri","in26.0pri","in27.0pes","in29.0mc","in30.0prd","junta.mrn","junta.jhh"
2019-04-20,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-04-21,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-04-22,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-04-23,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-04-24,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-04-25,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-04-26,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-04-27,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-04-28,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-04-29,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-04-30,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-01,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-02,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-03,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-04,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-05,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-06,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-07,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-08,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-09,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-10,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-11,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-12,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-13,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-14,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-15,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-16,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-17,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-18,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-19,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-20,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-21,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-22,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-23,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-24,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-25,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-26,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-27,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-28,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-29,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-30,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-05-31,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-01,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-02,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-03,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-04,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-05,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-06,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-07,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-08,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-09,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-10,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-11,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-12,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-13,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-14,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-15,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-16,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-17,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-18,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-19,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-20,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-21,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-22,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-23,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-24,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-25,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-26,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-27,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-28,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
2019-06-29,"pue08p","rp4-36p","cua04p","pue14p","mex22p","rp2-29p","gua14p","rp1-15p","vac","bc06p","rp1-23p","dgo03p","cps10p","mic01p","zac04p","mic07p","rp1-36s","rp1-40p","gue05p","cps03s","rp3-07p","rp5-03p","ags01p","coa01p","vac","mex14p","rp2-16p","vac","rp3-10p","tam03p","rp2-28p","vac",0.7,0.7
