"fch","pr01.0pri","se02.0mrn","se03.0mrn","se04.0mrn","se05.0mrn","se06.0mrn","se07.0mrn","se08.0pan","se09.0pan","se10.0pri","se11.0pes","se11.1pt","se12.0pt","se13.0mc","se14.0prd","in15.0mrn","in16.0mrn","in17.0mrn","in18.0mrn","in19.0mrn","in20.0mrn","in21.0mrn","in22.0mrn","in23.0mrn","in24.0mrn","se24.1mrn","in25.0mrn","in26.0mrn","in27.0pan","in28.0pan","in29.0pan","in30.0pri","in31.0pes","in32.0pt","in33.0mc","junta.mrn","junta.jhh"
2019-03-14,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-15,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-16,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-17,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-18,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-19,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-20,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-21,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-22,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-23,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-24,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-25,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-26,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-27,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-28,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-29,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-30,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-03-31,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-01,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-02,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-03,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-04,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-05,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-06,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-07,"rp4-10p","hgo02p","coa03p","rp1-30p","rp5-36p","rp4-29p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-08,"rp4-10p","dgo03p","coa03p","rp1-30p","rp5-36p","cps02p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","cps06s","mic09p","rp4-25p","rp5-38p","mic05p","rp2-31p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-09,"rp4-10p","dgo03p","coa03p","rp1-30p","rp5-36p","cps02p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","cps06s","mic09p","rp4-25p","rp5-38p","mic05p","rp2-31p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-10,"rp4-10p","dgo03p","coa03p","rp1-30p","rp5-36p","cps02p","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","cps06s","mic09p","rp4-25p","rp5-38p","mic05p","rp2-31p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.38,0.54
2019-04-11,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-12,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-13,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-14,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-15,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-16,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-17,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-18,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-19,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-20,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-21,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-22,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-23,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-24,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-25,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-26,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-27,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-28,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-29,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-04-30,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-01,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-02,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-03,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-04,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-05,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-06,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-07,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-08,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-09,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-10,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-11,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-12,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-13,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-14,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-15,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-16,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-17,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-18,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
2019-05-19,"rp4-10p","vac","coa03p","rp1-30p","rp5-36p","vac","vac","gua03p","rp2-10p","rp3-11p","coa06p","vac","mex03p","jal10p","mex18p","dgo03p","mic09p","rp4-25p","rp5-38p","mic05p","cps02p","mex40p","oax04p","rp2-39p","rp4-20p","vac","vac","vac","rp2-13p","nl01p","gua15p","rp5-13p","pue12s","oax08p","jal11p",0.27,0.45
