"fch","pr01.0mrn","se02.0mrn","se03.0mrn","se04.0mrn","se05.0pan","se06.0pri","in07.0mrn","in08.0mrn","in09.0mrn","in10.0mrn","in11.0mrn","se12.0mrn","in13.0mrn","in13.1pri","in14.0mrn","se14.1mrn","in15.0mrn","in16.0mrn","in17.0pan","in18.0pan","in19.0pri","in20.0pes","in20.1mrn","in21.0pes","in21.1pt","in22.0pt","in23.0mc","in24.0mc","in25.0prd","in26.0pt","in27.0pt","in28.0pan","junta.mrn","junta.jhh"
2019-07-05,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-06,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-07,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-08,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-09,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-10,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-11,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-12,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-13,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-14,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-15,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-16,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-17,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-18,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-19,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-20,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-21,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-22,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-23,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-24,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-25,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-26,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-27,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-28,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-29,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-30,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-07-31,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-01,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-02,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-03,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-04,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-05,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-06,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-07,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-08,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-09,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-10,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-11,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-12,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-13,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-14,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-15,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-16,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-17,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-18,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-19,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-20,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-21,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-22,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-23,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-24,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-25,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-26,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-27,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
2019-08-28,"RUIZ.ARI","vac","DLCRUZ","SANDOVAL.SOB","RUFFO","VILLEGAS.ARR","CARRAZCO","ELORZA","FLORES.ANG","JARERO.VEL","LOPEZ.M","RIOS","vac","vac","YAÑEZ","vac","ZAMORA","LAMARQUE","GOMEZ.QUE","CAMBERO","ALONZO","CABRERA","vac","SOSA.SAL","vac","GARCIA.GRA","RUSSO","RON","AGUILERA.ROJ","GARCIA.JF","FAVELA","GARCIA.ESC","0.67","0.67"
