"fch","pr01.0mrn","se02.0mrn","se03.0mrn","se04.0mrn","se05.0mrn","se06.0mrn","se07.0pan","se08.0pri","se09.0pes","se09.1mrn","se10.0mc","in11.0mrn","in12.0mrn","in13.0mrn","in14.0mrn","in15.0mrn","in16.0mrn","in17.0mrn","in18.0mrn","in19.0mrn","in20.0pan","in21.0pan","in22.0pan","in23.0pan","in23.1mrn","in24.0pt","in25.0pri","se25.1pri","in26.0pri","in27.0pes","in29.0mc","in30.0prd","junta.mrn","junta.jhh"
2019-05-14,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-15,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-16,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-17,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-18,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-19,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-20,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-21,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-22,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-23,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-24,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-25,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-26,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-27,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-28,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-29,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-30,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-05-31,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-01,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-02,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-03,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-04,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-05,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-06,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-07,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-08,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-09,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-10,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-11,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-12,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-13,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-14,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-15,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-16,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-17,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-18,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-19,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-20,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-21,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-22,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-23,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-24,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-25,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-26,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-27,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-28,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
2019-06-29,"VENCES","ALEJANDRO","GARCIA.SOT","MACEDA","MORA.RIO","NOVELLA","ESPINOSA.RIV","HDZ.DERAS","vac","CASTAÑEDA.POM","GLZ.ANAYA","AGUILERA.CHA","FARRERA","FLORES.ANG","HERRERA.CHA","HERRERA.PER","VILLARREAL.PAS","LOPEZ.M","MANZANO","TORRES.HER","GARCIA.MOR","PRECIADO","LUEVANO","PEREZ.RIV","vac","DOMINGUEZ.VAZ","RODRIGUEZ.MIE","vac","YUNES","VILLEGAS.GON","LOZANO.MAC","vac","0.7","0.7"
